admin_code,occupation_category,occupation_code,occupation_level,parent_occupation_code,wage_value,currency,wage_period,wage_measure,year,classification_system,data_availability,source,last_updated,country_iso
KR-NAT,Designers,285,minor,28,4057,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Sports and Recreation Related Professionals,286,minor,28,2833,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Culinary Arts Related Professionals,287,minor,28,4754,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Cultural Art Planners and Agents,288,minor,28,3971,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Administrative Clerks,311,minor,31,5388,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Business Administration and Office Clerks,312,minor,31,5232,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Accounting and Book-keeping Clerks,313,minor,31,3691,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Secretaries and Administrative Assistants,314,minor,31,2842,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Finance Clerks,320,minor,32,6453,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Legal and Inspection Clerks,330,minor,33,5424,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Statistical Service Related Clerks,391,minor,39,4078,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,"Travel Agent, Information and Reception Clerks",392,minor,39,2888,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Customer Service and Other Office Clerks,399,minor,39,3088,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,"Police, Fire Fighting and Prison Related Workers",411,minor,41,4236,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Guards and Security Related Workers,412,minor,41,3706,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Caregiving and Health Service Workers,421,minor,42,1639,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Hairdressing Related Service Workers,422,minor,42,2410,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Wedding Ceremony and Funeral Service Workers,423,minor,42,3377,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,"Other Caregiving, Health and Personal Service Workers",429,minor,42,2619,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Transport Services Workers,431,minor,43,6278,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Leisure Services Workers,432,minor,43,3092,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Cooks,441,minor,44,2468,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Food and Beverage Service Workers,442,minor,44,2578,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Sales Representatives,510,minor,51,4946,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Store Sales Workers,521,minor,52,2848,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Rental Sales Workers,522,minor,52,2983,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Mobile Telecommunication Related Sales workers and Telesales Workers,531,minor,53,2523,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Door to Door and Street Sales Related Workers,532,minor,53,2634,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Food Processing Related Trades Workers,710,minor,71,2907,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Textile and Leather Related Workers,721,minor,72,2702,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Garment Related Workers,722,minor,72,2391,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,"Wood and Furniture, Musical Instrument and Signboard Related Trade Occupations",730,minor,73,3024,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,"Die and Mold Makers, Metal Casting Workers and Forge Hammersmiths",741,minor,74,4659,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Pipe and Sheet Metal Makers,742,minor,74,4199,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Welders,743,minor,74,3926,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Automobile Mechanics,751,minor,75,3969,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Transport Equipment Mechanics,752,minor,75,5143,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Machinery Equipment Fitters and Mechanics,753,minor,75,5069,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Electric and Electronic Machine Fitters and Repairers,761,minor,76,4368,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Electricians,762,minor,76,3927,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Information and Communications Technology Equipment Fitters and Repairers,771,minor,77,3054,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Broadcasting and Telecommunications Equipment Related Fitters and Repairers,772,minor,77,3894,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Construction Structure Related Technical Workers,781,minor,78,3755,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Construction Related Technical Workers,782,minor,78,3427,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Construction Finishing Related Technical Workers,783,minor,78,3331,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Mining and Civil Engineering Related Technical Workers,784,minor,78,4371,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Craftsmen and Metalsmiths,791,minor,79,2606,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Plumbers,792,minor,79,3848,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Other Technical Workers,799,minor,79,2925,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Food Processing Related Machine Operators,811,minor,81,3448,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Beverage Product Related Machine Operators,812,minor,81,5173,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Other Food Processing Related Machine Operators,819,minor,81,4046,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Textile Production and Processing Machine Operators,821,minor,82,3375,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Textile and Shoe Related Machine Operators and Assemblers,822,minor,82,3086,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Laundry Related Machine Operators,823,minor,82,2635,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Petroleum and Chemical Material Processing Machine Operators,831,minor,83,6798,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,"Chemical, Rubber and Plastic Production Machine Operators",832,minor,83,4093,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Metal Casting and Metal Processing Related Operators,841,minor,84,5165,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Painting and Coating Machine Operators,842,minor,84,4693,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Non-metal Products Production Machine Operators,843,minor,84,4146,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Metal Work Machinery Operators,851,minor,85,3718,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Cooling and Heating Related Equipment Operators,852,minor,85,3734,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Automated Assembly Line Operators and Industrial Robot Operators,853,minor,85,4973,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Transportation Vehicle and Machine Related Assemblers,854,minor,85,5360,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Metal Machinery Parts Assemblers,855,minor,85,3292,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Power Generation and Distribution Equipment Operators,861,minor,86,6866,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Electrical and Electronic Equipment Operators,862,minor,86,4252,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,"Electrical, Electronic Parts and Products Production Equipment Operators",863,minor,86,5121,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,"Electrical, Electronic Parts and Products Assemblers",864,minor,86,3680,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Locomotive and Electric Train Drivers,871,minor,87,6357,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Freight Train Related Workers,872,minor,87,5241,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Automobile Drivers,873,minor,87,3199,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Freight-handling Equipment Operators,874,minor,87,4349,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Construction and Mining Machines Operators,875,minor,87,3474,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Ship Workers and Related Workers,876,minor,87,3718,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Water Treatment Plant Operators,881,minor,88,4415,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Recycling Machine and Incinerator Operators,882,minor,88,4387,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Wood and Paper Related Machine Operators,891,minor,89,3691,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Printing and Photo Development Related Machine Operators,892,minor,89,3625,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Other Machine Operators,899,minor,89,3489,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Construction and Mining Laborers,910,minor,91,2927,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Loading and Lifting Elementary Workers,921,minor,92,3272,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Deliverers,922,minor,92,2783,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Production Related Elementary Workers,930,minor,93,2863,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Cleaners and Sanitation Workers,941,minor,94,2210,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Building Concierges and Ticket Examiners,942,minor,94,2447,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Domestic Chores and Infant Rearing Helpers,951,minor,95,1590,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Food Preparation Related Elementary Workers,952,minor,95,2257,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Sales Related Elementary Workers,953,minor,95,2665,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,"Agriculture, Forestry and Fishery Related Elementary Workers",991,minor,99,2460,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,"Gauge Reading, Money Collecting and Parking Control Related Workers",992,minor,99,2714,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
KR-NAT,Other Service Related Elementary Workers,999,minor,99,2034,KRW_thousand,monthly,monthly_wage_total,2024,KSCO_7TH_MINOR,national_only,https://laborstat.moel.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_000000000054271&fileSn=0,2024-06-01,KR
