"CAINC1 County personal income summary: personal income, population, per capita personal income"
"CAINC1 County personal income summary: personal income, population, per capita personal income"
County
GeoFIPS,GeoName,2022,2023,2024
22081,"Red River, LA",416958,430040,446107
22083,"Richland, LA",885380,940067,972762
22085,"Sabine, LA",1036397,1072492,1132441
22087,"St. Bernard, LA",1842823,1959229,2061946
22089,"St. Charles, LA",2925424,3068873,3242961
22091,"St. Helena, LA",505272,525633,551105
22093,"St. James, LA",1278322,1407365,1474330
22095,"St. John the Baptist, LA",1837367,1973171,2072981
22097,"St. Landry, LA",3795574,3989889,4147735
22099,"St. Martin, LA",2372358,2566425,2682058
22101,"St. Mary, LA",2303548,2421532,2495904
22103,"St. Tammany, LA",20187961,21680279,22874967
22105,"Tangipahoa, LA",6503568,6890516,7305462
22107,"Tensas, LA",180567,194776,200511
22109,"Terrebonne, LA",5203766,5569248,5820231
22111,"Union, LA",1005487,1034580,1100035
22113,"Vermilion, LA",2690431,2856167,3010811
22115,"Vernon, LA",2296267,2378673,2470687
22117,"Washington, LA",1891744,1988836,2087290
22119,"Webster, LA",1815760,1931682,2018514
22121,"West Baton Rouge, LA",1508028,1619241,1713115
22123,"West Carroll, LA",403223,430744,447432
22125,"West Feliciana, LA",686393,735691,774378
22127,"Winn, LA",621885,623354,646493
23001,"Androscoggin, ME",5768218,6139923,6511386
23003,"Aroostook, ME",3470386,3675626,3885842
23005,"Cumberland, ME",24547070,26626353,28287474
23007,"Franklin, ME",1467842,1555677,1629305
23009,"Hancock, ME",3640135,3917691,4119504
23011,"Kennebec, ME",7065629,7388096,7859374
23013,"Knox, ME",2620531,2811522,2930524
23015,"Lincoln, ME",2278371,2455772,2591107
23017,"Oxford, ME",2841303,3020893,3171202
23019,"Penobscot, ME",8051322,8431574,8876007
23021,"Piscataquis, ME",916474,910327,943824
23023,"Sagadahoc, ME",2351200,2531069,2687065
23025,"Somerset, ME",2461778,2592895,2742228
23027,"Waldo, ME",2220909,2321271,2417297
23029,"Washington, ME",1575555,1678327,1757145
23031,"York, ME",14427517,15545331,16440979
24001,"Allegany, MD",3151002,3325394,3536479
24003,"Anne Arundel, MD",46918729,50062383,52774183
24005,"Baltimore, MD",59443851,63870657,67301095
24009,"Calvert, MD",6724649,7131306,7553900
24011,"Caroline, MD",1885438,1910343,2044348
24013,"Carroll, MD",12363190,13191689,13937639
24015,"Cecil, MD",5896921,6193690,6509641
24017,"Charles, MD",10674072,11440628,12250294
24019,"Dorchester, MD",1814455,1878604,1996716
24021,"Frederick, MD",20528227,22123563,23624721
24023,"Garrett, MD",1543000,1654828,1780028
24025,"Harford, MD",17692475,18835519,19892083
24027,"Howard, MD",30098390,32011146,33887606
24029,"Kent, MD",1392518,1500259,1581725
24031,"Montgomery, MD",99201905,107424738,113510492
24033,"Prince George's, MD",51475679,54247655,57692301
24035,"Queen Anne's, MD",4084602,4341173,4636754
24037,"St. Mary's, MD",7596553,8052110,8538781
24039,"Somerset, MD",979747,956284,1045499
24041,"Talbot, MD",3467371,3727954,3921858
24043,"Washington, MD",8274416,8824117,9360730
24045,"Wicomico, MD",5001263,5164938,5508434
24047,"Worcester, MD",3579311,3754262,3997677
24510,"Baltimore (Independent City), MD",34518625,37616366,39530923
25001,"Barnstable, MA",19975720,21372636,22505425
25003,"Berkshire, MA",8462958,8978488,9290365
25005,"Bristol, MA",37344206,38901296,40655860
25007,"Dukes, MA",1888473,2057605,2151936
25009,"Essex, MA",64461087,68218809,71560934
25011,"Franklin, MA",4503325,4806730,4988777
25013,"Hampden, MA",28087653,29588378,30744284
25015,"Hampshire, MA",9789301,10408053,10822421
25017,"Middlesex, MA",166584968,176975597,186942035
25019,"Nantucket, MA",1601629,1781511,1896099
25021,"Norfolk, MA",79043748,84294190,88653520
25023,"Plymouth, MA",43007402,45331568,47605047
25025,"Suffolk, MA",77966415,82541768,86807007
25027,"Worcester, MA",57292675,60363177,63369310
26001,"Alcona, MI",504316,524770,553826
26003,"Alger, MI",368736,387314,407213
26005,"Allegan, MI",6709682,7124700,7408717
26007,"Alpena, MI",1407935,1481819,1565974
26009,"Antrim, MI",1366411,1464767,1548993
26011,"Arenac, MI",705501,745375,783773
26013,"Baraga, MI",339018,358010,373316
26015,"Barry, MI",3601306,3725984,3865696
26017,"Bay, MI",5128499,5468280,5710140
26019,"Benzie, MI",1043695,1124572,1177788
26021,"Berrien, MI",9228747,9390044,9787397
26023,"Branch, MI",1951485,2049582,2171603
26025,"Calhoun, MI",6157943,6383513,6715861
26027,"Cass, MI",2935051,2966591,3069920
26029,"Charlevoix, MI",1771508,1887642,1997380
26031,"Cheboygan, MI",1247361,1335507,1403162
26033,"Chippewa, MI",1582619,1681391,1773949
26035,"Clare, MI",1290511,1370670,1432904
26037,"Clinton, MI",4571388,4818011,5047746
26039,"Crawford, MI",556501,582403,616168
26041,"Delta, MI",1676659,1752893,1846263
26043,"Dickinson, MI",1412023,1479333,1538995
26045,"Eaton, MI",5598260,5887618,6163753
26047,"Emmet, MI",2429854,2581163,2716046
26049,"Genesee, MI",19582700,21227976,21559948
26051,"Gladwin, MI",1132111,1208291,1261794
26053,"Gogebic, MI",698309,726565,761847
26055,"Grand Traverse, MI",6131215,6569045,6926731
26057,"Gratiot, MI",1811845,1889371,1928697
26059,"Hillsdale, MI",1953905,2034400,2134856
26061,"Houghton, MI",1605972,1702062,1821186
26063,"Huron, MI",1778474,1913548,1939926
26065,"Ingham, MI",14263470,14915446,15717804
26067,"Ionia, MI",2741760,2891738,2982692
26069,"Iosco, MI",1181108,1239516,1324598
26071,"Iron, MI",563262,592982,626516
26073,"Isabella, MI",2941264,3105346,3249420
26075,"Jackson, MI",7448030,7874563,8263126
26077,"Kalamazoo, MI",15934104,16583202,17425313
26079,"Kalkaska, MI",795645,846475,898376
26081,"Kent, MI",44723783,47086595,49460483
26083,"Keweenaw, MI",122017,126849,134665
26085,"Lake, MI",460400,491067,513765
26087,"Lapeer, MI",4510054,4829903,5045551
26089,"Leelanau, MI",1846079,2013930,2108455
26091,"Lenawee, MI",4769368,4996348,5183425
26093,"Livingston, MI",13478244,14319362,14938495
26095,"Luce, MI",226003,232778,251092
26097,"Mackinac, MI",586473,624599,666172
26099,"Macomb, MI",48610839,51408136,53843586
26101,"Manistee, MI",1173809,1254981,1323084
26103,"Marquette, MI",3122505,3300553,3524672
26105,"Mason, MI",1414382,1484142,1543927
26107,"Mecosta, MI",1748440,1866222,1931974
26109,"Menominee, MI",1121960,1150785,1186891
26111,"Midland, MI",5079831,5408970,5643083
26113,"Missaukee, MI",659798,691485,716763
26115,"Monroe, MI",8808501,9306732,9627565
26117,"Montcalm, MI",2772028,2895642,3011592
26119,"Montmorency, MI",402780,424329,443263
26121,"Muskegon, MI",8335955,8701921,9099019
26123,"Newaygo, MI",2262593,2377333,2479493
26125,"Oakland, MI",108963377,115913573,121361366
26127,"Oceana, MI",1245199,1334915,1374417
26129,"Ogemaw, MI",860152,912230,955348
26131,"Ontonagon, MI",275568,290628,301161
26133,"Osceola, MI",1084387,1140471,1207895
26135,"Oscoda, MI",371622,365455,379157
26137,"Otsego, MI",1237549,1315743,1375413
26139,"Ottawa, MI",18168498,19379649,20419059
26141,"Presque Isle, MI",623771,654674,684684
26143,"Roscommon, MI",1040920,1142122,1204865
26145,"Saginaw, MI",9057941,9536683,9892414
26147,"St. Clair, MI",8441002,8890803,9288771
26149,"St. Joseph, MI",2908698,3057600,3160096
26151,"Sanilac, MI",1917785,2022966,2085340
26153,"Schoolcraft, MI",372294,396649,430601
26155,"Shiawassee, MI",3265271,3433204,3594400
26157,"Tuscola, MI",2359378,2513957,2629472
26159,"Van Buren, MI",3803231,3996968,4180368
26161,"Washtenaw, MI",26825581,28552089,29811220
26163,"Wayne, MI",88363117,93855872,98675057
26165,"Wexford, MI",1502751,1571787,1659230
27001,"Aitkin, MN",789034,836331,877408
27003,"Anoka, MN",22243427,23257609,24459050
27005,"Becker, MN",2028677,2137893,2246063
27007,"Beltrami, MN",2370939,2489813,2627753
27009,"Benton, MN",2264377,2359388,2444641
27011,"Big Stone, MN",357683,345955,356063
27013,"Blue Earth, MN",3742391,3820814,4020292
27015,"Brown, MN",1613753,1651107,1716384
27017,"Carlton, MN",1847639,1929466,2039243
27019,"Carver, MN",9701779,10279835,10825179
27021,"Cass, MN",1725475,1817852,1917778
27023,"Chippewa, MN",694884,710686,719966
27025,"Chisago, MN",3445623,3608805,3791769
27027,"Clay, MN",3460781,3565358,3711293
27029,"Clearwater, MN",453370,477745,501252
27031,"Cook, MN",340002,368447,385909
27033,"Cottonwood, MN",720886,680494,682902
27035,"Crow Wing, MN",3677212,3909101,4131622
27037,"Dakota, MN",31725483,33645368,35294325
27039,"Dodge, MN",1252381,1282966,1331089
27041,"Douglas, MN",2522514,2653986,2765770
27043,"Faribault, MN",797353,774199,800970
27045,"Fillmore, MN",1195715,1229621,1261143
27047,"Freeborn, MN",1697447,1729458,1791797
27049,"Goodhue, MN",3063025,3259735,3377482
27051,"Grant, MN",387804,370823,375110
27053,"Hennepin, MN",114380782,121765461,127781586
27055,"Houston, MN",1148337,1194600,1245711
27057,"Hubbard, MN",1199303,1308512,1352590
27059,"Isanti, MN",2257265,2348651,2478844
27061,"Itasca, MN",2362962,2464651,2620600
27063,"Jackson, MN",635479,609576,624830
27065,"Kanabec, MN",824462,850155,896878
27067,"Kandiyohi, MN",2653893,2819809,2955071
27069,"Kittson, MN",291524,269577,252778
27071,"Koochiching, MN",633172,648427,667868
27073,"Lac qui Parle, MN",467836,455732,453081
27075,"Lake, MN",594283,622297,649176
27077,"Lake of the Woods, MN",232417,242005,248482
27079,"Le Sueur, MN",1786856,1839544,1896089
27081,"Lincoln, MN",351024,340123,336665
27083,"Lyon, MN",1561107,1562309,1595131
27085,"McLeod, MN",2185856,2248868,2350527
27087,"Mahnomen, MN",264721,258611,273359
27089,"Marshall, MN",708745,628125,615476
27091,"Martin, MN",1268951,1214181,1273012
27093,"Meeker, MN",1310604,1345489,1403987
27095,"Mille Lacs, MN",1391290,1450286,1520774
27097,"Morrison, MN",1822360,1837836,1902590
27099,"Mower, MN",2205759,2303462,2354916
27101,"Murray, MN",573262,554530,562542
27103,"Nicollet, MN",2033089,2103190,2196274
27105,"Nobles, MN",1307680,1323192,1344571
27107,"Norman, MN",396053,349203,345402
27109,"Olmsted, MN",11208282,11817492,12460643
27111,"Otter Tail, MN",3506574,3628508,3778062
27113,"Pennington, MN",924311,931747,977624
27115,"Pine, MN",1333206,1398513,1475823
27117,"Pipestone, MN",664822,664593,684970
27119,"Polk, MN",1884782,1860782,1887417
27121,"Pope, MN",727454,751583,770042
27123,"Ramsey, MN",35548090,37209413,38900092
27125,"Red Lake, MN",279625,265144,272740
27127,"Redwood, MN",1159825,1240194,1264675
27129,"Renville, MN",968336,936297,952131
27131,"Rice, MN",3623044,3765808,3945502
27133,"Rock, MN",616654,605861,632432
27135,"Roseau, MN",945135,954055,965446
27137,"St. Louis, MN",11287977,11795148,12422450
27139,"Scott, MN",11840233,12693107,13347002
27141,"Sherburne, MN",5725381,6018764,6354859
27143,"Sibley, MN",907193,919881,950815
27145,"Stearns, MN",9726410,10121011,10649107
27147,"Steele, MN",2099645,2166357,2284969
27149,"Stevens, MN",624721,562124,597720
27151,"Swift, MN",685900,718080,723676
27153,"Todd, MN",1500342,1620793,1675174
27155,"Traverse, MN",286079,262609,257327
27157,"Wabasha, MN",1316516,1346205,1417332
27159,"Wadena, MN",685316,718833,759334
27161,"Waseca, MN",1127317,1215673,1276264
27163,"Washington, MN",21876793,23237116,24482301
27165,"Watonwan, MN",645292,623887,634129
27167,"Wilkin, MN",479927,480825,459572
27169,"Winona, MN",2828515,2918148,3046737
27171,"Wright, MN",9187915,9759556,10291888
27173,"Yellow Medicine, MN",687034,731638,732553
28001,"Adams, MS",1250473,1337946,1394704
28003,"Alcorn, MS",1528650,1631740,1668314
28005,"Amite, MS",494584,527006,563393
28007,"Attala, MS",713687,743613,764149
28009,"Benton, MS",319963,339009,349366
28011,"Bolivar, MS",1385724,1487448,1467070
28013,"Calhoun, MS",526963,545845,563167
28015,"Carroll, MS",418428,433474,453340
28017,"Chickasaw, MS",660095,674774,682320
28019,"Choctaw, MS",326618,342255,355132
28021,"Claiborne, MS",319914,338639,349127
28023,"Clarke, MS",665496,710839,759143
28025,"Clay, MS",890003,947559,986885
28027,"Coahoma, MS",913313,974075,998683
28029,"Copiah, MS",1106898,1159536,1216300
28031,"Covington, MS",858137,858222,941770
28033,"DeSoto, MS",10106558,10684233,11224337
28035,"Forrest, MS",3361515,3587540,3760388
28037,"Franklin, MS",310342,328179,348857
28039,"George, MS",997142,1051288,1103481
28041,"Greene, MS",458773,458575,488198
28043,"Grenada, MS",893733,937158,975776
28045,"Hancock, MS",2093841,2228128,2347347
28047,"Harrison, MS",9654963,10346749,10897207
28049,"Hinds, MS",10562489,11128231,11541530
28051,"Holmes, MS",570572,610156,631869
28053,"Humphreys, MS",302797,320141,316348
28055,"Issaquena, MS",42134,46048,35307
28057,"Itawamba, MS",986084,1028534,1076159
28059,"Jackson, MS",6579263,7055058,7428845
28061,"Jasper, MS",749360,739368,803739
28063,"Jefferson, MS",279212,294158,310514
28065,"Jefferson Davis, MS",420810,433715,471774
28067,"Jones, MS",3189062,3241365,3411904
28069,"Kemper, MS",323324,338943,356896
28071,"Lafayette, MS",2888312,3128183,3318737
28073,"Lamar, MS",3267122,3428456,3634020
28075,"Lauderdale, MS",3366855,3603933,3760399
28077,"Lawrence, MS",527637,547163,595343
28079,"Leake, MS",890582,879091,963380
28081,"Lee, MS",4306330,4468744,4674823
28083,"Leflore, MS",1307482,1377954,1380167
28085,"Lincoln, MS",1578540,1671632,1772766
28087,"Lowndes, MS",2791303,2936595,3095582
28089,"Madison, MS",8982975,9760670,10358588
28091,"Marion, MS",982774,1042243,1117459
28093,"Marshall, MS",1495340,1584413,1654795
28095,"Monroe, MS",1448519,1504785,1563666
28097,"Montgomery, MS",395301,416201,430142
28099,"Neshoba, MS",1344199,1354348,1435937
28101,"Newton, MS",860504,878870,930848
28103,"Noxubee, MS",430182,453553,470433
28105,"Oktibbeha, MS",2047420,2190944,2289792
28107,"Panola, MS",1346825,1410162,1478909
28109,"Pearl River, MS",2513005,2711726,2895430
28111,"Perry, MS",424608,465557,492498
28113,"Pike, MS",1464134,1561844,1649920
28115,"Pontotoc, MS",1317241,1356164,1419663
28117,"Prentiss, MS",948523,1001003,1045911
28119,"Quitman, MS",238501,249918,238005
28121,"Rankin, MS",8534712,9128749,9626779
28123,"Scott, MS",1063776,1089476,1160476
28125,"Sharkey, MS",186656,198373,180157
28127,"Simpson, MS",1179564,1234917,1306489
28129,"Smith, MS",679916,673905,743610
28131,"Stone, MS",746613,796056,849973
28133,"Sunflower, MS",915677,973363,955446
28135,"Tallahatchie, MS",506403,535267,546894
28137,"Tate, MS",1267368,1342025,1386791
28139,"Tippah, MS",925249,989228,1031678
28141,"Tishomingo, MS",787529,845431,875706
28143,"Tunica, MS",433406,446801,433219
28145,"Union, MS",1159894,1198915,1256617
28147,"Walthall, MS",526454,543741,582305
28149,"Warren, MS",2107448,2200565,2286030
28151,"Washington, MS",1931103,2031736,2094467
28153,"Wayne, MS",888741,883583,961107
28155,"Webster, MS",440772,467617,486479
28157,"Wilkinson, MS",289907,313868,323388
28159,"Winston, MS",760571,804338,850202
28161,"Yalobusha, MS",519611,546562,562610
28163,"Yazoo, MS",947175,1022715,1045441
29001,"Adair, MO",934612,1008866,1057510
29003,"Andrew, MO",936632,986203,1023696
29005,"Atchison, MO",293695,290816,277049
29007,"Audrain, MO",1125209,1191935,1191893
29009,"Barry, MO",1571992,1613178,1687384
29011,"Barton, MO",534526,555406,559363
29013,"Bates, MO",784556,846237,865662
29015,"Benton, MO",893959,954974,1001226
29017,"Bollinger, MO",485454,513976,526433
29019,"Boone, MO",10539644,11247061,11937215
29021,"Buchanan, MO",4054517,4363875,4538537
29023,"Butler, MO",1824015,1934567,1997668
29025,"Caldwell, MO",411639,429187,438891
29027,"Callaway, MO",2100765,2260319,2385969
29029,"Camden, MO",2228861,2426492,2565480
29031,"Cape Girardeau, MO",4179589,4472154,4624505
29033,"Carroll, MO",509091,528663,522701
29035,"Carter, MO",247794,267769,281611
29037,"Cass, MO",6242728,6732712,7140816
29039,"Cedar, MO",541978,597099,634860
29041,"Chariton, MO",384612,414201,413105
29043,"Christian, MO",4635542,5037793,5389846
29045,"Clark, MO",302021,313320,309586
29047,"Clay, MO",14590430,15546758,16363216
29049,"Clinton, MO",1072994,1138915,1187541
29051,"Cole, MO",4389357,4719532,5014104
29053,"Cooper, MO",860803,920817,952444
29055,"Crawford, MO",1018161,1108621,1153249
29057,"Dade, MO",341097,359054,365837
29059,"Dallas, MO",711200,747024,789019
29061,"Daviess, MO",326392,356977,376408
29063,"DeKalb, MO",429583,446288,459098
29065,"Dent, MO",612459,660186,684191
29067,"Douglas, MO",452693,474814,497927
29069,"Dunklin, MO",1213872,1279847,1374779
29071,"Franklin, MO",5660905,6039593,6335740
29073,"Gasconade, MO",698461,743092,767798
29075,"Gentry, MO",307094,334881,343746
29077,"Greene, MO",15935500,16895783,17867757
29079,"Grundy, MO",404345,436168,441045
29081,"Harrison, MO",364304,384780,383129
29083,"Henry, MO",1115747,1185934,1252905
29085,"Hickory, MO",340525,372098,394188
29087,"Holt, MO",266390,281333,271459
29089,"Howard, MO",505681,535036,552140
29091,"Howell, MO",1674204,1800698,1874832
29093,"Iron, MO",393147,423782,443542
29095,"Jackson, MO",38801276,41682568,43735644
29097,"Jasper, MO",5570483,5933692,6251491
29099,"Jefferson, MO",11869206,12650071,13196123
29101,"Johnson, MO",2411371,2568619,2705717
29103,"Knox, MO",171577,187047,183203
29105,"Laclede, MO",1643776,1758173,1819609
29107,"Lafayette, MO",1701650,1802049,1856180
29109,"Lawrence, MO",1574922,1641914,1722805
29111,"Lewis, MO",424014,443798,453678
29113,"Lincoln, MO",3141958,3385659,3562643
29115,"Linn, MO",542779,588557,604657
29117,"Livingston, MO",702764,748266,756871
29119,"McDonald, MO",910400,930282,1009094
29121,"Macon, MO",795488,788991,803860
29123,"Madison, MO",537470,574949,599631
29125,"Maries, MO",351234,378108,401156
29127,"Marion, MO",1408170,1490876,1542159
29129,"Mercer, MO",133408,149769,154016
29131,"Miller, MO",1110558,1211340,1278238
29133,"Mississippi, MO",495603,515265,505055
29135,"Moniteau, MO",750007,782491,830223
29137,"Monroe, MO",429089,489468,484126
29139,"Montgomery, MO",584164,636211,645032
29141,"Morgan, MO",1047519,1102878,1141375
29143,"New Madrid, MO",814182,806256,825381
29145,"Newton, MO",2817984,2944539,3088259
29147,"Nodaway, MO",864858,915054,925935
29149,"Oregon, MO",380110,410363,424896
29151,"Osage, MO",717315,765276,801602
29153,"Ozark, MO",364013,383665,398122
29155,"Pemiscot, MO",700643,740028,776454
29157,"Perry, MO",937638,1010350,1057990
29159,"Pettis, MO",1968033,2068405,2142682
29161,"Phelps, MO",2023153,2159073,2260987
29163,"Pike, MO",742492,801200,814896
29165,"Platte, MO",7588166,8120314,8559213
29167,"Polk, MO",1413977,1489331,1560007
29169,"Pulaski, MO",2396237,2572350,2716551
29171,"Putnam, MO",202359,228293,230100
29173,"Ralls, MO",500039,545261,542584
29175,"Randolph, MO",1269281,1310962,1365915
29177,"Ray, MO",1134272,1201823,1248319
29179,"Reynolds, MO",242584,253987,258274
29181,"Ripley, MO",485500,519183,536408
29183,"St. Charles, MO",26799361,28832818,30488621
29185,"St. Clair, MO",357350,400819,403763
29186,"Ste. Genevieve, MO",883387,953785,1015045
29187,"St. Francois, MO",2843678,3062043,3180480
29189,"St. Louis, MO",92386183,99878490,104033931
29195,"Saline, MO",1115331,1191313,1198067
29197,"Schuyler, MO",166811,185406,191597
29199,"Scotland, MO",239109,259561,257661
29201,"Scott, MO",1901934,2013558,2057910
29203,"Shannon, MO",291527,316885,332673
29205,"Shelby, MO",299310,318884,316506
29207,"Stoddard, MO",1340569,1368270,1418733
29209,"Stone, MO",1564284,1705132,1805094
29211,"Sullivan, MO",262436,303319,303969
29213,"Taney, MO",2590713,2792708,2948378
29215,"Texas, MO",931405,1000805,1058423
29217,"Vernon, MO",872515,946407,949836
29219,"Warren, MO",1909287,2053181,2168022
29221,"Washington, MO",887150,951011,995285
29223,"Wayne, MO",454704,496996,523367
29225,"Webster, MO",1689930,1830847,1959033
29227,"Worth, MO",83045,92796,92133
29229,"Wright, MO",740967,784964,835076
29510,"St. Louis (Independent City), MO",16920577,17995738,18629362
30001,"Beaverhead, MT",572646,601075,621228
30003,"Big Horn, MT",491841,500532,510791
30005,"Blaine, MT",265077,268967,259236
30007,"Broadwater, MT",406769,448509,473390
30009,"Carbon, MT",728777,791259,820367
30011,"Carter, MT",64063,64150,74628
30013,"Cascade, MT",4879369,5101318,5398043
30015,"Chouteau, MT",333313,341213,305102
30017,"Custer, MT",647118,658406,705221
30019,"Daniels, MT",106790,98377,99692
30021,"Dawson, MT",452434,466863,482357
30023,"Deer Lodge, MT",464513,500667,526000
30025,"Fallon, MT",157177,166684,171937
30027,"Fergus, MT",627756,656288,673779
30029,"Flathead, MT",7324723,7924726,8456962
30031,"Gallatin, MT",10318425,11311107,12009228
30033,"Garfield, MT",62300,60597,53706
30035,"Glacier, MT",631270,669121,666654
30037,"Golden Valley, MT",46287,51051,51122
30039,"Granite, MT",181487,196396,209845
30041,"Hill, MT",878927,924756,918074
30043,"Jefferson, MT",778108,848092,908604
30045,"Judith Basin, MT",124521,125931,124788
30047,"Lake, MT",1555875,1691602,1796341
30049,"Lewis and Clark, MT",4374447,4771652,5062987
30051,"Liberty, MT",138718,149163,131588
30053,"Lincoln, MT",982737,1039634,1113540
30055,"McCone, MT",93170,84761,78344
30057,"Madison, MT",664149,728469,769618
30059,"Meagher, MT",111078,120547,125445
30061,"Mineral, MT",225025,248342,264799
30063,"Missoula, MT",7845599,8563378,9095732
30065,"Musselshell, MT",255061,269791,283960
30067,"Park, MT",1116369,1235730,1286060
30069,"Petroleum, MT",21106,21933,22156
30071,"Phillips, MT",197054,199710,194479
30073,"Pondera, MT",379327,416791,401267
30075,"Powder River, MT",78776,80263,89339
30077,"Powell, MT",348367,391099,402395
30079,"Prairie, MT",62993,64554,68484
30081,"Ravalli, MT",2815422,3105267,3293794
30083,"Richland, MT",763195,807277,843734
30085,"Roosevelt, MT",467274,468866,471693
30087,"Rosebud, MT",439862,449745,475602
30089,"Sanders, MT",581885,645622,683481
30091,"Sheridan, MT",193644,191161,197259
30093,"Silver Bow, MT",2069138,2161535,2249490
30095,"Stillwater, MT",601029,642613,677700
30097,"Sweet Grass, MT",212797,238397,249964
30099,"Teton, MT",379786,396635,390407
30101,"Toole, MT",310637,341467,326990
30103,"Treasure, MT",42614,46088,46123
30105,"Valley, MT",464822,450771,445578
30107,"Wheatland, MT",105916,113001,113099
30109,"Wibaux, MT",44263,43010,46338
30111,"Yellowstone, MT",11180647,11915440,12523013
31001,"Adams, NE",1957387,2106102,2152524
31003,"Antelope, NE",444447,476687,431940
31005,"Arthur, NE",23161,31210,30253
31007,"Banner, NE",47394,54350,46001
31009,"Blaine, NE",25953,35492,35449
31011,"Boone, NE",356127,436626,384660
31013,"Box Butte, NE",609398,638925,650444
31015,"Boyd, NE",136393,134521,122959
31017,"Brown, NE",177047,208282,190712
31019,"Buffalo, NE",3459555,3715526,3718059
31021,"Burt, NE",373769,417029,413596
31023,"Butler, NE",560791,602579,597622
31025,"Cass, NE",1727329,1832913,1877597
31027,"Cedar, NE",544969,595108,548932
31029,"Chase, NE",278592,303517,282321
31031,"Cherry, NE",312688,378545,381750
31033,"Cheyenne, NE",486848,514146,530257
31035,"Clay, NE",385049,431456,408858
31037,"Colfax, NE",599648,632061,618781
31039,"Cuming, NE",671136,797106,720298
31041,"Custer, NE",615473,705328,668980
31043,"Dakota, NE",1244588,1358446,1356698
31045,"Dawes, NE",381145,411259,427778
31047,"Dawson, NE",1243222,1329571,1355295
31049,"Deuel, NE",89589,89621,87452
31051,"Dixon, NE",319637,349440,334128
31053,"Dodge, NE",2290243,2313136,2366581
31055,"Douglas, NE",45086973,49437531,51604811
31057,"Dundy, NE",157330,170450,155829
31059,"Fillmore, NE",414156,451581,436678
31061,"Franklin, NE",174346,198828,181141
31063,"Frontier, NE",146717,155269,122877
31065,"Furnas, NE",279784,308700,256154
31067,"Gage, NE",1618176,1739394,1755760
31069,"Garden, NE",106633,116303,112119
31071,"Garfield, NE",90827,107653,103642
31073,"Gosper, NE",125383,135048,125511
31075,"Grant, NE",29071,34210,35231
31077,"Greeley, NE",146989,172993,164734
31079,"Hall, NE",3465094,3726616,3870581
31081,"Hamilton, NE",642324,712157,695562
31083,"Harlan, NE",197218,236271,221444
31085,"Hayes, NE",71262,78683,61510
31087,"Hitchcock, NE",168220,169832,146421
31089,"Holt, NE",647015,706701,678139
31091,"Hooker, NE",31951,36018,36467
31093,"Howard, NE",370853,405890,395022
31095,"Jefferson, NE",398423,435135,431487
31097,"Johnson, NE",232679,239490,238799
31099,"Kearney, NE",518765,704763,672710
31101,"Keith, NE",454527,486436,485074
31103,"Keya Paha, NE",47112,53758,53174
31105,"Kimball, NE",205274,210122,211704
31107,"Knox, NE",520371,548348,538356
31109,"Lancaster, NE",20083730,21501285,22725186
31111,"Lincoln, NE",2239535,2425137,2393872
31113,"Logan, NE",39779,45095,43909
31115,"Loup, NE",35904,45383,43901
31117,"McPherson, NE",23683,32813,28021
31119,"Madison, NE",2253627,2362956,2427362
31121,"Merrick, NE",458413,507655,508684
31123,"Morrill, NE",316680,378667,357941
31125,"Nance, NE",171255,203950,175509
31127,"Nemaha, NE",404688,424951,422719
31129,"Nuckolls, NE",268757,339837,300355
31131,"Otoe, NE",951915,1019150,1038291
31133,"Pawnee, NE",146968,160647,139042
31135,"Perkins, NE",285533,258070,229161
31137,"Phelps, NE",565089,654357,647621
31139,"Pierce, NE",716298,890398,826756
31141,"Platte, NE",1985546,2159596,2182548
31143,"Polk, NE",357620,402433,391966
31145,"Red Willow, NE",587694,638331,625446
31147,"Richardson, NE",449156,471316,468275
31149,"Rock, NE",97814,120937,114419
31151,"Saline, NE",757636,819381,821681
31153,"Sarpy, NE",12353039,13144911,13896954
31155,"Saunders, NE",1543474,1669359,1684803
31157,"Scotts Bluff, NE",1898980,2055730,2151176
31159,"Seward, NE",1112773,1196121,1223994
31161,"Sheridan, NE",320379,335741,340011
31163,"Sherman, NE",170692,194762,173160
31165,"Sioux, NE",82044,98469,94015
31167,"Stanton, NE",349490,388385,356906
31169,"Thayer, NE",309683,352698,341348
31171,"Thomas, NE",44064,44773,45460
31173,"Thurston, NE",374349,444271,397444
31175,"Valley, NE",270175,306192,287905
31177,"Washington, NE",1469767,1556453,1607052
31179,"Wayne, NE",533914,575851,544924
31181,"Webster, NE",192354,228014,209325
31183,"Wheeler, NE",45656,61436,51460
31185,"York, NE",911389,973796,949025
32001,"Churchill, NV",1402636,1479881,1559405
32003,"Clark, NV",140056736,150811022,160608036
32005,"Douglas, NV",4747743,5144037,5426545
32007,"Elko, NV",2928101,3068909,3203607
32009,"Esmeralda, NV",45821,48228,46624
32011,"Eureka, NV",98639,97342,98330
32013,"Humboldt, NV",940731,990750,1033080
32015,"Lander, NV",447599,460163,482991
32017,"Lincoln, NV",223704,229975,249285
32019,"Lyon, NV",2959268,3119484,3330057
32021,"Mineral, NV",209403,218916,228867
32023,"Nye, NV",2311815,2490240,2679731
32027,"Pershing, NV",264424,275763,300042
32029,"Storey, NV",314378,320670,343330
32031,"Washoe, NV",38274434,41351421,43950273
32033,"White Pine, NV",510451,540597,587917
32510,"Carson City (Independent City), NV",3490672,3745265,3958488
